# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,2.518998957926035251e-34,1.052181955805077260e-35
0.000000000000000000e+00,0.000000000000000000e+00,1.473298709351831977e-15
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
