# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,6.916543632081622661e+01,-6.360135737039618320e+00
0.000000000000000000e+00,0.000000000000000000e+00,-6.916677093766625717e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
