# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,-4.724819684422776334e+00,-7.131951544867498605e+00,-4.017550282458270949e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.298530441683599435e+00,6.711426802949338466e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.883154331190651565e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
