# pmlasso,pmlassopca,pmplslasso,pmlassohar
0.000000000000000000e+00,8.483078574532443294e-02,0.000000000000000000e+00,8.739619697872635957e-91
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.739619697898850275e-91
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
