# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,2.736585522821885152e-09,3.833697462567455753e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.033121245293812405e-68
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
