,m,st,mt,lt
0,itm,-21.09308057250412,-15.301146248522146,11.721500563038633
1,atm,-9.700719561718785,-2.63470875561711,6.976414403717746
2,otm,-7.3219414957124584,-3.79105680066969,-4.419044855243381
