,m,st,mt,lt
0,itm,0.023118268531543185,0.000191297420731431,4.576557406992368e-09
1,atm,6.136498933565557e-08,1.4072001515977997e-14,9.529769568785513e-13
2,otm,2.2925189137442837e-09,1.825539911861476e-14,0.0051580738106204015
