# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,6.866756164951009112e+01,-6.385713504865272228e+01
0.000000000000000000e+00,0.000000000000000000e+00,-8.866506644740377396e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
