# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,1.756810560677873612e-01,1.204853994984022569e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.040618413743321562e-10
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
