# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,5.439179879871947065e-01,1.579902698289568558e-11,4.087245486779268465e-18
0.000000000000000000e+00,0.000000000000000000e+00,5.012128941888019310e-15,1.050211119162441134e-37
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.544569487164655590e-60
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
