# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,6.564579784492409198e-01,7.561698660791680293e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.187115404456352159e-75
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
