# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,-5.630380072484722120e+01,-1.709606050990537440e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.508431658930804176e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
