# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,1.961319025683345985e-02,9.709340597116969951e-01,5.265246481136878209e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.237858003246490476e-08,3.818021025375201074e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.237812443616893576e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
