,m,st,mt,lt
0,itm,0.018003934790972564,0.012610857983550772,0.00875635005312438
1,atm,0.012402452090461872,0.00902354688105956,0.007990330764850478
2,otm,0.017561476130128758,0.013245366301772457,0.012972939093721852
