# lasso,lassopca,plslasso,ctlasso,ssvilasso,lassohar,lassovae
0.000000000000000000e+00,3.057670843863633792e+01,4.573084271714368754e+01,2.394821451216570640e+00,4.368715526776866653e+01,0.000000000000000000e+00,-3.350040133746296789e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.986445536866835937e+01,-3.060699330660902362e+01,4.695104593928070358e+01,0.000000000000000000e+00,-3.057670881498014737e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.572760677162445120e+01,1.593312461735738594e+00,0.000000000000000000e+00,-4.573084282061360284e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.368521275018556338e+01,0.000000000000000000e+00,-2.394837482526282368e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.368715537229708445e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
