# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,8.927337980313151888e+01,-2.859924334411911673e+02
0.000000000000000000e+00,0.000000000000000000e+00,-3.498453439731903927e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
