,m,st,mt,lt
0,itm,0.009228455659922337,4.71192470840612e-05,1.4580095984206653e-07
1,atm,6.551575246123176e-08,4.711621421662288e-14,3.2709666483849544e-10
2,otm,2.7337831947608755e-08,1.8751820878081317e-13,5.188930843933681e-08
