,m,st,mt,lt
0,itm,0.8442620035568896,0.8931629039069544,0.934097208262339
1,atm,0.9190924573375167,0.9377060501724226,0.9362154479177482
2,otm,0.8525499716201104,0.9003424584905314,0.8810780027609397
