# lasso,plslasso,ctlasso,ssvilasso
0.000000000000000000e+00,5.127517003718001121e+01,2.336326251943181020e+01,4.683741585196249702e+01
0.000000000000000000e+00,0.000000000000000000e+00,-5.088163493380362468e+01,4.227507773397068958e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.648579632824004193e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
