# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,8.768390995697297186e-01,8.187646002078008411e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.945830551973090374e-24
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
