,m,st,mt,lt
0,itm,1.353519507774205e-59,9.529698851956055e-97,1.5803108077892675e-07
1,atm,0.00013814631568542652,1.2797135448087884e-05,0.004334217826832144
2,otm,5.8703175958729775e-06,5.23374322578641e-12,2.0281895407910726e-13
