,m,st,mt,lt
0,itm,0.008489442130823381,0.05207454584659173,0.6709446649640192
1,atm,0.9852637551003174,0.4712277658296764,0.5366821805124192
2,otm,0.757453144423633,0.10344629344501144,0.2701917018840434
