# pmridge,mskhar,tskridge,har
0.000000000000000000e+00,-2.876777745660092478e+00,9.154076119294949354e-01,-1.370455717629701198e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.194676935358075731e+00,1.539384925880447286e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.842787465051371587e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
