# tsklasso,tskplslasso,tsknslasso
0.000000000000000000e+00,8.962579421001423441e+01,5.622360337675935682e-03
0.000000000000000000e+00,0.000000000000000000e+00,-8.638750152439336034e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
