# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,0.000000000000000000e+00,1.270915126570636174e-147
0.000000000000000000e+00,0.000000000000000000e+00,2.464255746323372576e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
