,m,st,mt,lt
0,itm,0.015133797305596877,0.009608314674800974,0.01227176669053408
1,atm,0.011073351847637152,0.007706438416783844,0.011147635163794046
2,otm,0.01640907704835978,0.01250264228095711,0.01862046693277108
