# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,1.029672525601230229e-54,1.959329570097623727e-32
0.000000000000000000e+00,0.000000000000000000e+00,7.152417539414260786e-66
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
