# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-4.206134721211214611e+01,-2.841350152035306920e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.607008492874168581e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
