# har,plslasso,plsenet
0.000000000000000000e+00,-1.932859264932576693e+01,-1.934987367804064107e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.558554581827975793e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
