# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,9.311572212318139918e-01,8.450913371660832007e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.960756776733032214e-12
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
