# mskridge,mskpca,mskplsridge,msknsridge,mskhar,mskvae
0.000000000000000000e+00,9.236983135209993836e-287,8.276044804947527795e-27,8.611947359132403387e-24,3.003875431821464437e-01,4.958375905156050914e-106
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.292887749483511977e-290,4.240044040421661911e-278
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.651423144756586629e-26,1.087943995081037728e-27,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078065938116215360e-26,1.249420214009654595e-129
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.533545029673178742e-109
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
