# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,3.299476733466999222e-30,2.085723200954952133e-32
0.000000000000000000e+00,0.000000000000000000e+00,2.253879523231090985e-14
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
