,m,st,mt,lt
0,itm,0.1726830162093843,0.06035431327424604,0.11872312455869882
1,atm,0.17346251150816205,0.16083305862749808,0.14310523341376857
2,otm,0.07129362380216109,0.018056722610308797,0.8098120325561404
