# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,1.701643721228839406e-36,1.024983434636133306e-17
0.000000000000000000e+00,0.000000000000000000e+00,8.571577460208237947e-42
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
