# lasso,plslasso,ctlasso,ssvilasso
0.000000000000000000e+00,9.195686297264802533e+01,3.671078979891384542e-01,9.033391962421701749e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.138731750599215957e+03,-2.017798954452631932e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.029830393171143044e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
