,models,rmse,rmsestd,r2:,r2std
0,ssviridge,0.016371120112879528,0.008740992580430703,0.876566882060521,0.08818471490901886
1,ctridge,0.018455146700811467,0.010494900516107254,0.8236733066617687,0.07114702538154442
2,ctlasso,0.054978329357852684,0.02867708611124692,-0.47829273388135873,0.2097646239879967
3,ctenet,0.054978329357852684,0.02867708611124692,-0.47829273388135873,0.2097646239879967
4,ssvilasso,0.018030070262161916,0.008346715023022455,0.8565242353296486,0.0956558917385059
5,ssvienet,0.018030070262161916,0.008346715023022455,0.8565242353296486,0.0956558917385059
6,sridge,0.017025200408717443,0.010086907985293533,0.8552003866295614,0.0671828019846545
7,slasso,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
8,senet,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
9,splsridge,0.017132032792509643,0.010723339744269892,0.8482896647083749,0.06513710734445867
10,splslasso,0.017144708104977466,0.010734889072568917,0.8476424173717539,0.06465365734076738
11,splsenet,0.017139348525408937,0.010732342719344753,0.8478769665337946,0.06482496427506756
12,pmridge,0.013986746864303895,0.010244946106474553,0.8890225625134978,0.04912159761294565
13,pmlasso,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
14,pmenet,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
15,pmplsridge,0.016060973747552408,0.013054129839370847,0.8448408322347091,0.05926722339754516
16,pmplslasso,0.016060973747552408,0.013054129839370847,0.8448408322347091,0.05926722339754516
17,pmplsenet,0.016060973747552408,0.013054129839370847,0.8448408322347091,0.05926722339754516
18,mskridge,0.014213880185912752,0.008767244961561414,0.8997287303839601,0.0554286210160772
19,msklasso,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
20,mskenet,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
21,mskplsridge,0.017385496418831674,0.012478748398065983,0.8324665919172809,0.0684186812716284
22,mskplslasso,0.01912443377456024,0.012452801715612472,0.8064925144804177,0.07023158463596565
23,mskplsenet,0.018745632289924676,0.012397366276422543,0.8120294406313621,0.06891273969010028
24,msknsridge,0.015769357701797927,0.010238896621712247,0.870950065109783,0.05631881422488761
25,msknslasso,0.13941263367656848,0.051762241087573824,-6.728482486348624,11.598593307975857
26,msknsenet,0.10572924188917836,0.038814066480038135,-3.1492925546125212,3.6081215002068396
27,tskridge,0.013603427464752044,0.00895507078384982,0.903165605919098,0.05180440693376747
28,tsklasso,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
29,tskenet,0.055027860684321674,0.028607844260747573,-0.48101674507302133,0.22072126596023825
30,tskplsridge,0.015942502199523645,0.011295041097329353,0.8558894559593868,0.050600082821493336
31,tskplslasso,0.016926828262595207,0.012307822034946878,0.8369450172809517,0.05571089925851667
32,tskplsenet,0.016422101438313262,0.011907752913871193,0.8446884357325232,0.04979720962683248
33,tsknsridge,0.014747167144376665,0.010326416161428351,0.880762052740804,0.05179545072310707
34,tsknslasso,0.0550375708952029,0.028601570401390743,-0.48144675346031784,0.22192557016956385
35,tsknsenet,0.0550375708952029,0.028601570401390743,-0.48144675346031784,0.22192557016956385
