# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,0.000000000000000000e+00,5.384462751422744989e-16
0.000000000000000000e+00,0.000000000000000000e+00,3.298510223988683210e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
