# mskenet,mskenetpca,mskplsenet,msknsenet,mskenethar,mskenetvae
0.000000000000000000e+00,6.847434524890098828e+01,6.518254662436221736e+01,-4.365584337427269190e+01,2.067782622616045174e+01,-1.266612287768879099e+02
0.000000000000000000e+00,0.000000000000000000e+00,6.015056104183963015e+01,-5.771655278372101350e+01,-6.846453017807795050e+01,-1.323211291618231655e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.752928039078459221e+01,-6.518598973280711562e+01,-1.341651968972969655e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.401459360617263172e+01,-5.803345165715303011e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.265659108097905374e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
