# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,0.000000000000000000e+00,2.915869489817424567e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.083547535708652377e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
