# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-1.474255088149418746e+01,-1.112715209442693443e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.524461545377420890e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
