# ridge,plslasso,plsenet
0.000000000000000000e+00,8.636327745606342532e+00,8.832714868831958555e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.149509957073414412e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
