# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,5.856284830499951521e-01,1.013828998550343359e-11,1.006304896086923133e-06
0.000000000000000000e+00,0.000000000000000000e+00,4.222323793279583459e-107,3.194663479653509048e-40
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.042419775175582184e-111
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
