# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,8.046266349443629906e+01,-3.683744058870703952e+02
0.000000000000000000e+00,0.000000000000000000e+00,-2.297329880425053034e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
