# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-7.011338127360968997e+01,-5.271355792196486334e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.022836841015994835e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
