# tskridge,tskpca,tskplsridge,tsknsridge,tskhar,tskvae
0.000000000000000000e+00,-1.031037675125907640e+02,-9.153931260195543373e+00,-9.227911932130419714e+00,0.000000000000000000e+00,-8.362726038530729511e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.042221500081213605e+02,1.042530825462615951e+02,0.000000000000000000e+00,5.122223392413624055e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.155981360442152273e+00,0.000000000000000000e+00,-1.030838820754548095e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.017729403446880525e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
