# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,1.362004152312643938e-32,1.296593373828172218e-18,1.231267365881190123e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.139490281759052755e-06,7.830044346283572265e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.709327742307738873e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
