# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,5.185567030979742498e+01,-6.191295819991046301e+01
0.000000000000000000e+00,0.000000000000000000e+00,-7.824447896225952093e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
