# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-6.512939707247325316e+01,-5.513115015326488333e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.054795267507861567e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
