# pmenet,pmenetpca,pmplsenet,pmenethar
0.000000000000000000e+00,-1.367761776839437449e+00,7.532992879938535680e+01,3.056427528310128849e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.532992879938535680e+01,3.056427528310208430e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.532866862024194177e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
