# pmenet,pmenetpca,pmplsenet,pmenethar
0.000000000000000000e+00,0.000000000000000000e+00,9.353091172512651497e+01,6.326785153956127061e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.353091172512651497e+01,6.326785153956127061e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.443703218012249636e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
