# tskenet,tskenetpca,tskplsenet,tsknsenet,tskenethar,tskenetvae
0.000000000000000000e+00,nan,6.796656596926996485e+01,2.759639631048777275e+01,3.354471281941979299e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,6.796656596926996485e+01,2.759639631048777275e+01,3.354471281941979299e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.794129357315311779e+01,-6.796268247586405664e+01,-6.796656596926996485e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.684911070176370984e+01,-2.759639631048777275e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.354471281941979299e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
