# pmridge,pmpca,pmplsridge,pmhar,pmvae
0.000000000000000000e+00,-4.801839033664558656e+02,-3.571458523536319518e+01,0.000000000000000000e+00,-1.118693980707743094e+03
0.000000000000000000e+00,0.000000000000000000e+00,7.660835048199481889e+01,0.000000000000000000e+00,-1.100530493239126457e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.979830565699490990e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
