# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,6.069454512573780880e-01,6.757934548650723627e+00,-8.713542714112916698e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.853981897982677651e+00,-1.295462333495801488e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.655578636203507870e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
