,m,st,mt,lt
0,itm,3.5134787290810025e-07,8.602556234711402e-07,0.09010329788851479
1,atm,0.9522650872848915,0.49878488394335185,0.6765495870697904
2,otm,0.4610294164711509,0.0760684671511219,0.8698343615458527
