# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,-1.392562651471975776e+01,-3.014450395180858777e+01,1.408445373261235645e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.423637326672351122e+01,1.233355793822579116e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.321903268090970229e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
