# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,1.709661825028692615e-24,1.934810222083168340e-28,1.350614803016074450e-17
0.000000000000000000e+00,0.000000000000000000e+00,2.412939265215651071e-166,1.332916929223580994e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.948353546890236133e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
