,m,st,mt,lt
0,itm,1.4503030744342496,1.9408886526409,-1.1058836821146751
1,atm,1.2033675183191417,1.2437194639696179,0.7989172086614574
2,otm,1.6932739839054045,2.003952866417036,-0.5809184562612503
