# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,-4.313908279609712793e+00,-1.510003511721658143e+01,1.204909530226586689e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.034006587951341594e+01,1.568631053302609324e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.358742149108301689e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
