# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,8.865978002475426933e+01,6.324278208025280179e-03
0.000000000000000000e+00,0.000000000000000000e+00,-7.817613409622165364e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
