# mskenet,mskenetpca,mskplsenet,msknsenet,mskenethar,mskenetvae
0.000000000000000000e+00,nan,1.492276963643321913e-314,2.566929417289008500e-37,1.235701781072784559e-173,nan
0.000000000000000000e+00,0.000000000000000000e+00,1.492276963643321913e-314,2.566929417289008500e-37,1.235701781072784559e-173,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.313417568339894537e-01,6.111676475743547249e-02,6.096480035630216093e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.443340671946007003e-174
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
