,UnderlyingSymbol,UnderlyingPrice,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,m,tau,InterestR,ForwardP,Mid
0,SPX,2101.44,SPX150515P01895000,,put,2015-05-15,2015-04-10,1895.0,2.25,1.7,2.8,11,283,0.1986,-0.0416,0.0007,-60.2858,57.3411,0.9017626008832039,0.0958904109589041,0.01299763400662765,2104.0607593716663,2.25
1,SPX,2101.44,SPX150515P01900000,,put,2015-05-15,2015-04-10,1900.0,2.4,2.1,2.7,2055,36657,0.1975,-0.0447,0.0007,-63.5679,60.8046,0.9041419217298614,0.0958904109589041,0.012957058353776252,2104.052572874268,2.4000000000000004
2,SPX,2101.44,SPX150515P01905000,,put,2015-05-15,2015-04-10,1905.0,2.83,2.0,3.1,2,933,0.1953,-0.0472,0.0008,-65.6061,63.4669,0.9065212425765189,0.0958904109589041,0.012368831805301808,2103.933896535269,2.55
3,SPX,2101.44,SPX150515P01910000,,put,2015-05-15,2015-04-10,1910.0,3.0,2.15,3.2,127,11441,0.1931,-0.0498,0.0008,-67.7079,66.2527,0.9089005634231765,0.0958904109589041,0.012138338260489469,2103.887395648155,2.675
4,SPX,2101.44,SPX150515C01915000,,call,2015-05-15,2015-04-10,1915.0,184.8,184.8,188.2,1,21,0.1245,0.993,0.0002,-13.516,12.5066,0.911279884269834,0.0958904109589041,0.011327948178691163,2103.723911776311,186.5
5,SPX,2101.44,SPX150515P01915000,,put,2015-05-15,2015-04-10,1915.0,2.99,2.3,3.4,26,1918,0.1914,-0.053,0.0009,-70.5216,69.6256,0.911279884269834,0.0958904109589041,0.011923689601199099,2103.844092309404,2.8499999999999996
6,SPX,2101.44,SPX150515P01920000,,put,2015-05-15,2015-04-10,1920.0,3.05,2.45,3.5,506,4766,0.189,-0.0558,0.0009,-72.5018,72.4971,0.9136592051164916,0.0958904109589041,0.011546366633883694,2103.767973126611,2.975
7,SPX,2101.44,SPX150515P01925000,,put,2015-05-15,2015-04-10,1925.0,3.3,3.0,3.7,398,21780,0.1898,-0.0618,0.001,-78.8714,78.5406,0.916038525963149,0.0958904109589041,0.011242657856697674,2103.70670649011,3.35
8,SPX,2101.44,SPX150515P01930000,,put,2015-05-15,2015-04-10,1930.0,3.44,2.85,3.9,646,11789,0.1855,-0.0631,0.001,-78.4142,79.9056,0.9184178468098065,0.0958904109589041,0.011382997934940596,2103.7350168250723,3.375
9,SPX,2101.44,SPX150515P01935000,,put,2015-05-15,2015-04-10,1935.0,3.6,3.0,4.1,55,966,0.1832,-0.0666,0.0011,-80.735,83.3133,0.9207971676564641,0.0958904109589041,0.01106756524857604,2103.6713861776093,3.55
10,SPX,2101.44,SPX150515P01940000,,put,2015-05-15,2015-04-10,1940.0,3.8,3.2,4.4,163,2508,0.1817,-0.0712,0.0012,-84.2554,87.6741,0.9231764885031216,0.0958904109589041,0.010625079354424073,2103.5821289698483,3.8000000000000003
