,UnderlyingSymbol,UnderlyingPrice,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,m,tau,InterestR,ForwardP,Mid
0,SPX,1552.01,SPXW130503C01400000,,call,2013-05-03,2013-04-17,1400.0,151.1,151.0,153.0,26,24,0.1835,0.9971,0.0002,-9.9728,2.794,0.9020560434533282,0.043835616438356165,0.04967638302470479,1555.3933314434273,152.0
1,SPX,1552.01,SPXW130503P01400000,,put,2013-05-03,2013-04-17,1400.0,1.5,1.45,1.6,137,2993,0.2922,-0.0398,0.0009,-94.7675,27.2996,0.9020560434533282,0.043835616438356165,0.05236355120380887,1555.5765577290745,1.525
2,SPX,1552.01,SPXW130503P01410000,,put,2013-05-03,2013-04-17,1410.0,1.9,1.7,1.8,8,219,0.2832,-0.0461,0.0011,-103.3624,30.7253,0.9084993009065663,0.043835616438356165,0.048489069532477655,1555.3123805861908,1.75
3,SPX,1552.01,SPXW130503P01415000,,put,2013-05-03,2013-04-17,1415.0,1.75,1.85,1.95,1,2207,0.2794,-0.05,0.0012,-108.9331,32.8236,0.9117209296331854,0.043835616438356165,0.04763431606582102,1555.2541062302992,1.9
4,SPX,1552.01,SPXW130503P01420000,,put,2013-05-03,2013-04-17,1420.0,2.5,2.0,2.1,71,425,0.2752,-0.0541,0.0013,-114.1809,34.9322,0.9149425583598044,0.043835616438356165,0.045642506575220426,1555.118319505632,2.05
5,SPX,1552.01,SPXW130503P01425000,,put,2013-05-03,2013-04-17,1425.0,2.3,2.15,2.25,24,653,0.2707,-0.0584,0.0014,-119.2098,37.0795,0.9181641870864234,0.043835616438356165,0.043413516577141556,1554.9663776387254,2.2
6,SPX,1552.01,SPXW130503P01430000,,put,2013-05-03,2013-04-17,1430.0,2.35,2.25,2.4,148,358,0.2651,-0.0622,0.0015,-122.7731,38.9975,0.9213858158130425,0.043835616438356165,0.042625563310130066,1554.912669378893,2.325
7,SPX,1552.01,SPXW130503P01435000,,put,2013-05-03,2013-04-17,1435.0,2.65,2.45,2.55,87,76,0.2606,-0.0673,0.0016,-128.1773,41.4204,0.9246074445396615,0.043835616438356165,0.04017389893623738,1554.745571552768,2.5
8,SPX,1552.01,SPXW130503P01440000,,put,2013-05-03,2013-04-17,1440.0,2.75,2.65,2.8,34,121,0.2568,-0.0733,0.0017,-134.9051,44.2432,0.9278290732662805,0.043835616438356165,0.038694906840291254,1554.6447767309226,2.7249999999999996
9,SPX,1552.01,SPXW130503P01445000,,put,2013-05-03,2013-04-17,1445.0,3.05,2.85,3.0,20,91,0.2519,-0.079,0.0018,-140.1003,46.845,0.9310507019928995,0.043835616438356165,0.037136132819146093,1554.5385517622092,2.925
10,SPX,1552.01,SPXW130503P01450000,,put,2013-05-03,2013-04-17,1450.0,3.2,3.1,3.2,330,1456,0.2473,-0.0855,0.002,-145.9692,49.72,0.9342723307195185,0.043835616438356165,0.03547297669421502,1554.4252215235365,3.1500000000000004
11,SPX,1552.01,SPXW130503P01460000,,put,2013-05-03,2013-04-17,1460.0,3.7,3.6,3.8,132,1968,0.2385,-0.1008,0.0023,-158.9462,56.1497,0.9407155881727566,0.043835616438356165,0.032067357773450884,1554.1931827370088,3.7
12,SPX,1552.01,SPXW130503P01465000,,put,2013-05-03,2013-04-17,1465.0,4.0,3.9,4.1,23,191,0.2339,-0.1094,0.0025,-165.3513,59.5683,0.9439372168993757,0.043835616438356165,0.030267955501759747,1554.070596065191,4.0
13,SPX,1552.01,SPXW130503P01470000,,put,2013-05-03,2013-04-17,1470.0,4.2,4.3,4.5,230,2695,0.2303,-0.1198,0.0027,-173.6497,63.5436,0.9471588456259947,0.043835616438356165,0.028574604753281812,1553.9552431253849,4.4
14,SPX,1552.01,SPXW130503P01475000,,put,2013-05-03,2013-04-17,1475.0,4.7,4.7,4.9,233,4899,0.2261,-0.1305,0.0029,-181.0251,67.4823,0.9503804743526137,0.043835616438356165,0.027296113652448398,1553.8681565597208,4.800000000000001
15,SPX,1552.01,SPXW130503P01480000,,put,2013-05-03,2013-04-17,1480.0,5.2,5.1,5.3,141,1587,0.2213,-0.1417,0.0032,-187.4072,71.3877,0.9536021030792328,0.043835616438356165,0.02555797140139584,1553.7497679128812,5.199999999999999
16,SPX,1552.01,SPXW130503P01485000,,put,2013-05-03,2013-04-17,1485.0,5.3,5.6,5.8,93,1012,0.2173,-0.1548,0.0034,-195.2348,75.7507,0.9568237318058518,0.043835616438356165,0.02408349884873403,1553.6493454536765,5.699999999999999
17,SPX,1552.01,SPXW130503P01490000,,put,2013-05-03,2013-04-17,1490.0,5.7,6.1,6.4,130,2048,0.2132,-0.1691,0.0037,-202.8445,80.2311,0.9600453605324708,0.043835616438356165,0.022348575097064113,1553.5311926577597,6.25
18,SPX,1552.01,SPXW130503C01495000,,call,2013-05-03,2013-04-17,1495.0,68.0,61.4,63.1,37,1,0.1835,0.8454,0.0041,-168.7253,75.6657,0.9632669892590898,0.043835616438356165,0.02066819952042164,1553.4167632997164,62.25
19,SPX,1552.01,SPXW130503P01495000,,put,2013-05-03,2013-04-17,1495.0,6.9,6.7,7.0,129,416,0.2091,-0.1848,0.004,-210.3342,84.8414,0.9632669892590898,0.043835616438356165,0.02045625833085423,1553.402331235395,6.85
20,SPX,1552.01,SPXW130503C01500000,,call,2013-05-03,2013-04-17,1500.0,63.5,57.1,58.8,38,414,0.1835,0.8233,0.0044,-183.5445,82.4891,0.9664886179857088,0.043835616438356165,0.018932252778634154,1553.2985585361434,57.95
21,SPX,1552.01,SPXW130503P01500000,,put,2013-05-03,2013-04-17,1500.0,7.8,7.4,7.7,491,4476,0.2054,-0.2023,0.0043,-218.3158,89.6662,0.9664886179857088,0.043835616438356165,0.018956502363176603,1553.3002096863786,7.550000000000001
22,SPX,1552.01,SPXW130503C01505000,,call,2013-05-03,2013-04-17,1505.0,59.0,52.9,54.5,10,0,0.1817,0.8017,0.0048,-194.919,88.6036,0.9697102467123279,0.043835616438356165,0.017505185121886428,1553.201392824257,53.7
23,SPX,1552.01,SPXW130503P01505000,,put,2013-05-03,2013-04-17,1505.0,8.2,8.1,8.4,16,348,0.2008,-0.2204,0.0046,-224.3829,94.2924,0.9697102467123279,0.043835616438356165,0.017465684237079775,1553.1987033874927,8.25
24,SPX,1552.01,SPXW130503C01510000,,call,2013-05-03,2013-04-17,1510.0,54.6,48.7,50.3,10,0,0.1789,0.7793,0.0052,-204.1286,94.3554,0.9729318754389469,0.043835616438356165,0.015792346290204966,1553.0847776445837,49.5
25,SPX,1552.01,SPXW130503P01510000,,put,2013-05-03,2013-04-17,1510.0,9.0,8.9,9.2,5028,1158,0.1966,-0.2407,0.005,-230.7058,99.0472,0.9729318754389469,0.043835616438356165,0.015783578426347505,1553.0841807247689,9.05
26,SPX,1552.01,SPXW130503P01515000,,put,2013-05-03,2013-04-17,1515.0,10.7,9.9,10.2,2228,136,0.1934,-0.2638,0.0053,-238.1272,103.9545,0.9761535041655659,0.043835616438356165,0.014202052543163726,1552.9765135383416,10.05
