,UnderlyingSymbol,UnderlyingPrice,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,m,tau,InterestR,ForwardP,Mid
0,SPX,2338.17,SPX170421C01100000,,call,2017-04-21,2017-04-19,1100.0,1240.1,1235.4,1239.8,20,20,0.1145,0.9999,0.0,68.5806,0.0,0.4704533887612962,0.005479452054794521,-131.86960049633313,1135.1847564751677,1237.6
1,SPX,2338.17,SPX170421P01680000,,put,2017-04-21,2017-04-19,1680.0,0.02,0.0,0.1,238,2811,0.2114,0.0,0.0,0.0,0.0,0.7185106301081615,0.005479452054794521,inf,inf,0.05
2,SPX,2338.17,SPX170421C01800000,,call,2017-04-21,2017-04-19,1800.0,540.0,535.5,539.9,3,30,0.1145,0.9999,0.0,60.4679,0.0,0.7698328179730302,0.005479452054794521,-41.992641965985726,1857.5750560502743,537.7
3,SPX,2338.17,SPX170421C01920000,,call,2017-04-21,2017-04-19,1920.0,425.0,415.5,419.9,7,7,0.1145,0.9999,0.0,59.0772,0.0,0.8211550058378988,0.005479452054794521,-30.214361858378993,1981.4133931202923,417.7
4,SPX,2338.17,SPX170421C01990000,,call,2017-04-21,2017-04-19,1990.0,349.3,345.5,349.9,20,20,0.1145,0.9999,0.0,58.2659,0.0,0.8510929487590723,0.005479452054794521,-23.67913674122926,2053.652423077803,347.7
5,SPX,2338.17,SPX170421C02000000,,call,2017-04-21,2017-04-19,2000.0,342.75,335.4,339.8,20,9065,0.1145,0.9999,0.0,58.15,0.0,0.8553697977478113,0.005479452054794521,-22.764347858432405,2063.972284500305,337.6
6,SPX,2338.17,SPX170421P02000000,,put,2017-04-21,2017-04-19,2000.0,0.05,0.0,0.05,30,44050,0.2114,0.0,0.0,0.0,0.0,0.8553697977478113,0.005479452054794521,inf,inf,0.025
7,SPX,2338.17,SPX170421P02025000,,put,2017-04-21,2017-04-19,2025.0,0.05,0.0,0.05,1,12553,0.2114,0.0,0.0,0.0,0.0,0.8660619202196589,0.005479452054794521,inf,inf,0.025
8,SPX,2338.17,SPX170421P02050000,,put,2017-04-21,2017-04-19,2050.0,0.05,0.0,0.05,2,44113,0.2114,0.0,0.0,0.0,0.0,0.8767540426915066,0.005479452054794521,inf,inf,0.025
9,SPX,2338.17,SPX170421P02075000,,put,2017-04-21,2017-04-19,2075.0,0.05,0.0,0.05,801,31165,0.2114,0.0,0.0,0.0,0.0,0.8874461651633542,0.005479452054794521,inf,inf,0.025
10,SPX,2338.17,SPX170421P02080000,,put,2017-04-21,2017-04-19,2080.0,0.05,0.0,0.1,200,1710,0.2114,0.0,0.0,0.0,0.0,0.8895845896577238,0.005479452054794521,inf,inf,0.05
11,SPX,2338.17,SPX170421P02090000,,put,2017-04-21,2017-04-19,2090.0,0.05,0.0,0.1,468,3038,0.2114,0.0,0.0,0.0,0.0,0.8938614386464628,0.005479452054794521,inf,inf,0.05
12,SPX,2338.17,SPX170421C02100000,,call,2017-04-21,2017-04-19,2100.0,247.85,235.7,240.1,2,1022,0.1145,0.9999,0.0,56.9911,0.0,0.8981382876352019,0.005479452054794521,-13.860142897511073,2167.17089872532,237.89999999999998
