# ridge,lasso,rf,enet,keras
0.000000000000000000e+00,-1.625652218267490809e+02,-3.147677456701551435e+01,-1.625652218267490809e+02,-1.045114322561855431e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.153849903325986190e+02,nan,-1.627215112296713428e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.153849903325986332e+02,-9.456785810835424400e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.627215112296713428e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
